Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Zach Neto","LAA",152,657,587,147,84,34,1,28,92,83,46,4,159,17,4,3,,28,9,0.251206,0.0694575,0.242747,0.286131,0.321756,0.456586,0.334147,0.778341,0.20538,5.67847,0.295754,0.462337,0.824717,88.8523,11.2474,113.547,1.28705,-1.34438,11.774011015892029,5.692651987075806,4.10063,32.29999923706055,,,,,,,820.7,5.399342105,820.7,5.399342105,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Adley Rutschman","BAL",140,563,493,126,81,26,1,18,68,67,63,2,88,3,4,0,,1,0,0.256235,0.111547,0.156867,0.711096,0.341512,0.424002,0.333774,0.765514,0.167767,2.50002,0.277868,-0.36665,-0.82355,75.9803,9.46894,115.912,-1.1902,2.69574,9.366871356964111,8.733237028121948,3.97447,148.92999267578125,,,,,,,662.8,4.734285714,662.8,4.734285714,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Nico Hoerner","CHC",153,661,604,169,126,30,4,10,80,67,42,1,63,10,4,1,,27,7,0.280073,0.0630744,0.0948391,0.665068,0.334347,0.389551,0.317627,0.723898,0.109477,5.8037,0.297388,0.782416,1.50456,80.5433,2.45344,104.962,2.28698,7.48839,6.1740195751190186,9.94811224937439,3.89848,101.93000030517578,,,,,,,733.9,4.796732026,733.9,4.796732026,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Austin Riley","ATL",155,668,603,159,96,31,2,30,88,92,53,1,172,8,4,0,,3,1,0.264202,0.0793543,0.257204,0.308527,0.329347,0.471868,0.344189,0.801215,0.207666,3.25569,0.319214,-0.0767498,-0.95543,95.7937,16.8818,120.895,-1.03218,-2.59372,15.506934404373169,-0.6060611009597778,3.7972,59.36000061035156,,,,,,,856.6,5.526451612,856.6,5.526451612,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Maikel Garcia","KCR",153,661,595,162,112,33,4,13,86,69,57,0,98,2,4,3,,28,7,0.271939,0.0859682,0.148768,0.577868,0.335162,0.405697,0.324205,0.740858,0.133757,6.11284,0.305341,0.581733,1.41105,84.0726,5.98273,104.86,1.99279,6.10532,5.778144359588623,8.565046548843384,3.79552,63.150001525878906,,,,,,,763.5,4.990196078,763.5,4.990196078,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Alex Bregman","CHC",155,668,581,146,92,29,1,23,86,82,73,2,95,9,4,1,,3,1,0.251016,0.108988,0.142564,0.764483,0.34091,0.424784,0.334241,0.765694,0.173768,3.01116,0.262809,-0.627563,-1.05435,90.3994,11.4875,116.343,-1.68191,0.901443,11.254295706748962,3.2866278290748596,3.76038,119.16999816894531,,,,,,,791.5,5.106451612,791.5,5.106451612,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Willy Adames","SFG",155,671,591,138,82,28,1,26,82,85,70,2,167,4,4,0,,11,4,0.232987,0.104994,0.248948,0.42175,0.317153,0.416207,0.319021,0.73336,0.18322,4.17002,0.278198,0.0840613,-0.188506,82.4869,3.24827,106.518,-0.104445,1.91658,5.076284356415272,9.101768374443054,3.73266,133.92999267578125,,,,,,,744.8,4.80516129,744.8,4.80516129,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Dansby Swanson","CHC",158,682,614,148,97,27,2,21,82,80,58,1,171,4,5,1,,16,4,0.240404,0.0857401,0.251153,0.341386,0.30818,0.39714,0.307524,0.705319,0.156736,4.92137,0.296263,0.747386,0.500374,77.494,-3.06185,98.0409,1.24776,6.53276,-0.33521926403045654,13.83739423751831,3.70145,152.30999755859375,,,,,,,707.1,4.475316455,707.1,4.475316455,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Byron Buxton","MIN",129,557,499,124,64,25,5,30,85,77,44,3,155,9,3,1,,16,2,0.247517,0.0782733,0.278116,0.281442,0.317472,0.496147,0.345072,0.813619,0.24863,7.29128,0.29548,0.735397,1.86925,80.2269,14.4671,121.493,2.60465,0.451001,16.70293426513672,0.05347040295600891,3.67483,73.4800033569336,,,,,,,762.2,5.908527131,762.2,5.908527131,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Gabriel Moreno","ARI",110,438,390,108,76,20,1,11,51,53,42,2,75,4,3,0,,4,2,0.277292,0.0947671,0.171218,0.553487,0.349887,0.416393,0.334298,0.76628,0.139102,3.51161,0.317541,0.294137,-0.806225,59.2974,7.55311,113.606,-0.512088,5.02529,6.549871265888214,12.654919624328613,3.67144,181.22000122070312,,,,,,,521.9,4.744545454,521.9,4.744545454,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Kevin McGonigle","DET",134,581,509,132,80,32,4,17,74,74,63,0,79,4,4,1,,10,4,0.259737,0.108419,0.135903,0.797764,0.343353,0.434576,0.339078,0.77793,0.174839,4.81152,0.277061,-0.0712934,-0.801919,80.8889,12.2699,117.871,-0.873212,-0.261375,11.358998119831085,4.5287487506866455,3.6712,999,,,,,,,714.4,5.331343283,714.4,5.331343283,,,,,,,,,,,,,,,,,,,"Kevin McGonigle","33572",805808
"Jeremy Peña","HOU",142,615,562,152,105,28,2,17,78,67,36,1,109,11,4,2,,17,5,0.271098,0.0580135,0.176638,0.328431,0.324824,0.421812,0.32411,0.746635,0.150714,5.25376,0.306784,0.64818,0.616332,78.2263,5.52286,108.387,1.26451,0.481162,7.3465622663497925,7.073754221200943,3.64283,122.9800033569336,,,,,,,700.9,4.935915492,700.9,4.935915492,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Masyn Winn","STL",148,640,583,149,102,30,3,14,80,68,46,0,115,6,4,2,,12,4,0.256165,0.071368,0.18041,0.395588,0.314233,0.390611,0.308502,0.704844,0.134446,4.78286,0.295216,0.942985,-0.305105,73.2581,-2.36579,99.0672,0.63788,7.52122,-0.06973659992218018,14.378626823425293,3.64194,364.7799987792969,,,,,,,654.7,4.423648648,654.7,4.423648648,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Bryce Harper","PHI",153,661,571,154,89,36,0,28,89,93,81,8,143,5,4,0,,10,3,0.269879,0.121874,0.216885,0.561927,0.362693,0.483673,0.361695,0.846366,0.213794,3.41483,0.311542,0.168901,-0.408814,104.189,26.0991,131.747,-0.239913,0.51862,24.627471402287483,-11.382460296154022,3.60411,47.900001525878906,,,,,,,927.6,6.062745098,927.6,6.062745098,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Michael Harris II","ATL",132,570,536,148,95,27,4,21,71,77,24,1,109,5,4,2,,19,5,0.275617,0.0425376,0.191292,0.22237,0.310559,0.460719,0.329795,0.771278,0.185101,6.08446,0.309267,0.484193,0.943591,75.157,7.75313,111.034,1.42778,5.08887,8.888183236122131,7.1262171268463135,3.5797,99.06999969482422,,,,,,,700.4,5.306060606,700.4,5.306060606,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Cody Bellinger","NYY",141,608,550,147,94,26,3,24,81,88,50,3,91,4,4,0,,11,3,0.266544,0.0816765,0.149347,0.546891,0.329711,0.455506,0.337311,0.785217,0.188962,4.88986,0.279152,0.18643,0.0346836,83.8679,11.9813,118.033,0.221114,5.48999,13.151823431253433,0.5023322105407715,3.54009,80.98999786376953,,,,,,,765.8,5.431205673,765.8,5.431205673,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Xander Bogaerts","SDP",139,601,543,147,104,29,1,14,68,65,49,2,106,5,4,1,,16,3,0.270745,0.0813645,0.175999,0.462302,0.334606,0.403358,0.322348,0.737963,0.132612,4.34727,0.311702,0.384256,0.781974,75.6079,4.53826,110.143,1.16623,-0.251626,8.396751403808594,6.19281867146492,3.5395,237.1999969482422,,,,,,,685.6,4.9323741,685.6,4.9323741,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Roman Anthony","BOS",145,626,533,142,90,30,3,19,92,71,83,1,156,5,4,2,,9,4,0.266833,0.132676,0.248579,0.533735,0.368807,0.441227,0.354459,0.810034,0.174394,4.80088,0.340587,0.330392,-0.873625,95.0273,21.0474,124.521,-0.543232,3.28184,17.552165746688843,-4.917236328125,3.49821,50.75,,,,,,,814.8,5.619310344,814.8,5.619310344,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Manny Machado","SDP",147,636,576,152,97,29,0,26,80,89,53,4,125,3,4,0,,9,2,0.264079,0.0840049,0.196638,0.427205,0.327189,0.452015,0.334574,0.779205,0.187937,3.49956,0.293414,-0.439688,-0.121861,86.2667,11.1125,118.518,-0.561549,-0.0963581,13.397964119911194,-0.3926544636487961,3.49504,37.52000045776367,,,,,,,783.2,5.327891156,783.2,5.327891156,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Austin Wells","NYY",115,456,407,94,54,20,1,19,52,62,39,0,111,5,3,1,,5,1,0.229779,0.0866045,0.244151,0.354717,0.303577,0.422721,0.315232,0.726298,0.192942,3.81827,0.266844,-0.123259,-0.106728,54.6504,0.80551,102.824,-0.229987,0.235312,1.2866298258304596,8.827905476093292,3.34859,246.13999938964844,,,,,,,500.4,4.351304347,500.4,4.351304347,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Brice Turang","MIL",150,647,578,152,107,27,3,15,83,67,60,1,133,2,4,3,,29,7,0.262873,0.0921836,0.20507,0.449523,0.331984,0.397522,0.319826,0.729507,0.13465,5.94159,0.315383,0.448783,1.95409,80.0025,3.55666,105.431,2.40287,2.03946,6.567278623580933,4.598564863204956,3.34404,48.18000030517578,,,,,,,731.1,4.874,731.1,4.874,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Pete Alonso","BAL",156,675,596,156,86,32,1,36,88,107,61,5,152,13,4,0,,2,1,0.262003,0.0911185,0.225452,0.40416,0.341909,0.503161,0.35963,0.845071,0.241158,2.76971,0.290788,-1.24349,-0.931388,105.251,25.5176,133.724,-2.17487,-2.71209,24.647202014923096,-15.358545780181885,3.32738,24.440000534057617,,,,,,,937.5,6.009615384,937.5,6.009615384,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Freddie Freeman","LAD",149,643,562,159,98,36,2,23,87,88,68,8,118,8,4,0,,8,2,0.281897,0.105352,0.184194,0.571959,0.365225,0.473552,0.359362,0.838776,0.191655,4.1294,0.319344,-0.716806,-0.384732,100.145,24.1736,132.269,-1.10154,-0.865309,23.488998413085938,-12.396172881126404,3.3229,67.87999725341797,,,,,,,898,6.026845637,898,6.026845637,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Jacob Wilson","ATH",142,612,564,165,116,34,1,13,74,78,34,1,50,7,4,2,,6,2,0.29194,0.0562793,0.0811167,0.693807,0.338378,0.427394,0.332575,0.765772,0.135454,3.68016,0.299574,0.0528326,-0.74443,82.0383,9.70241,110.823,-0.691597,-2.33174,7.117701411247253,4.128137588500977,3.30708,196.44000244140625,,,,,,,715.3,5.037323943,715.3,5.037323943,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Matt Olson","ATL",158,682,591,150,84,33,1,31,90,96,81,4,166,5,4,0,,1,0,0.25305,0.118098,0.242853,0.486293,0.345519,0.470868,0.351074,0.816387,0.217818,2.4637,0.297085,-0.83727,-0.959211,101.6,21.0446,125.611,-1.79648,2.8903,18.898272156715393,-9.284085988998413,3.30366,48.0099983215332,,,,,,,901.7,5.706962025,901.7,5.706962025,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Riley Greene","DET",149,643,576,151,90,30,3,28,83,95,57,2,174,5,4,0,,3,2,0.261618,0.089362,0.270359,0.33053,0.331302,0.468824,0.34359,0.800126,0.207206,3.56072,0.32428,0.0049012,-1.00147,91.9107,15.9397,120.979,-0.996566,2.36353,14.901447176933289,-4.821660041809082,3.29615,78.4800033569336,,,,,,,823,5.523489932,823,5.523489932,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Nick Kurtz","ATH",142,612,531,136,72,28,1,35,95,96,73,3,173,4,4,1,,3,1,0.256158,0.118591,0.283276,0.418642,0.347531,0.512805,0.366197,0.860335,0.256647,3.66688,0.309105,0.10511,-0.758131,98.7497,26.4138,133.984,-0.653021,-1.60515,23.8676695227623,-12.736012816429138,3.2954,19.8700008392334,,,,,,,880.4,6.2,880.4,6.2,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Will Smith","LAD",125,494,426,108,68,20,2,19,65,65,56,3,96,8,3,0,,2,1,0.254566,0.113944,0.194624,0.585456,0.350368,0.442434,0.344302,0.792801,0.187868,3.35576,0.285312,-0.804015,-0.776599,70.9345,12.5384,121.953,-1.58061,0.0220195,11.278228402137756,9.059056401252747,3.26649,95.69000244140625,,,,,,,619.8,4.9584,619.8,4.9584,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"JJ Wetherholt","STL",138,598,523,134,94,23,2,14,77,65,60,1,102,10,4,2,,14,3,0.255844,0.100483,0.169784,0.59183,0.341396,0.388233,0.322483,0.729628,0.132388,5.1088,0.291301,0,0.635357,75.2715,4.57965,108.644,0.635357,2.8509,6.765036880970001,5.186391830444336,3.2587,999,,,,,,,665.3,4.821014492,665.3,4.821014492,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","34985",802139
"Luke Keaschall","MIN",130,564,491,131,89,28,2,12,71,68,55,0,93,13,4,0,,24,7,0.266679,0.0976212,0.165095,0.591302,0.353313,0.405024,0.334598,0.758337,0.138345,5.78578,0.305342,0.0315229,1.12554,76.438,9.85612,114.278,1.15706,-0.0191305,10.639789462089539,1.4964559096843004,3.22664,114.8499984741211,,,,,,,678,5.215384615,678,5.215384615,,,,,,,,,,,,,,,,,,,"Luke Keaschall","33321",807712
"Drake Baldwin","ATL",138,568,504,134,85,25,2,23,70,76,54,1,103,5,4,1,,1,0,0.266227,0.0948301,0.180786,0.524542,0.340896,0.458894,0.345909,0.79979,0.192666,2.54028,0.291549,-0.22497,-0.898207,82.2462,15.1477,122.073,-1.12318,-0.906328,13.733081459999084,-0.6578711271286011,3.19743,78.62999725341797,,,,,,,725.4,5.256521739,725.4,5.256521739,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Jazz Chisholm Jr.","NYY",138,595,526,127,77,19,2,28,77,85,58,2,155,6,4,1,,31,8,0.240644,0.0971743,0.261315,0.371866,0.320467,0.444541,0.3303,0.765008,0.203898,5.68214,0.284435,0.668881,1.86907,78.5774,8.32462,113.203,2.53795,-3.2896,11.790363550186157,-1.3636711835861206,3.16117,19.520000457763672,,,,,,,743.4,5.386956521,743.4,5.386956521,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Brendan Donovan","SEA",128,553,487,131,92,27,1,12,68,56,51,2,81,10,3,2,,6,3,0.269496,0.0929717,0.146005,0.636773,0.34867,0.402524,0.330267,0.751194,0.133028,3.30882,0.299757,-0.214283,-1.15235,73.0805,7.72907,118.584,-1.36663,-0.381858,10.747738361358643,1.0996231734752655,3.1604,268.5799865722656,,,,,,,629.4,4.9171875,629.4,4.9171875,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Marcus Semien","NYM",148,640,572,138,92,25,2,20,81,75,58,1,107,4,4,1,,9,2,0.241054,0.0911253,0.166747,0.546488,0.314037,0.394078,0.30999,0.708115,0.153024,4.50326,0.26292,0.260876,-0.168461,74.0313,-1.59252,101.24,0.0924152,5.98701,1.0327407121658325,8.074047565460205,3.1097,266.25,,,,,,,670.2,4.528378378,670.2,4.528378378,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Ceddanne Rafaela","BOS",140,605,563,146,93,32,4,18,77,76,28,0,128,8,4,2,,21,7,0.259942,0.0465168,0.211291,0.220155,0.302222,0.425336,0.313706,0.727558,0.165393,6.14877,0.304884,0.585948,0.515231,71.8335,0.319626,96.4477,1.10118,8.77879,-1.4328298568725586,10.940361499786377,3.10472,125.02999877929688,,,,,,,667.7,4.769285714,667.7,4.769285714,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Steven Kwan","CLE",152,657,584,163,122,27,3,11,84,59,60,1,61,5,4,3,,18,5,0.279278,0.0914502,0.0931129,0.982143,0.349667,0.391078,0.326592,0.740745,0.1118,5.02992,0.295321,0.610738,0.363951,84.8236,7.21875,110.706,0.974689,-1.48653,9.261930763721466,-1.609985113143921,3.09646,169.60000610351562,,,,,,,742.8,4.886842105,742.8,4.886842105,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"James Wood","WSN",148,640,554,143,82,32,2,27,88,83,77,5,187,3,4,1,,16,6,0.258461,0.12051,0.292415,0.412121,0.350385,0.470056,0.35231,0.820441,0.211595,4.94086,0.337943,0.292138,-0.247249,96.0222,20.3983,126.949,0.0448886,-0.497206,20.48724092543125,-11.528688132762909,3.09454,37.790000915527344,,,,,,,858.4,5.8,858.4,5.8,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Brent Rooker","ATH",155,668,593,157,88,32,2,35,89,108,64,3,171,7,4,0,,7,2,0.26493,0.0958739,0.255518,0.375214,0.340955,0.501415,0.359242,0.84237,0.236486,3.90613,0.312473,-0.342919,-0.31407,103.956,25.0441,129.193,-0.656988,-0.0251172,22.321857273578644,-15.429438872262836,3.05771,42.11000061035156,,,,,,,940.1,6.06516129,940.1,6.06516129,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Shea Langeliers","ATH",130,521,473,121,65,25,1,30,72,85,40,1,117,4,3,1,,5,1,0.256065,0.0759561,0.225202,0.33728,0.316689,0.501889,0.348273,0.818578,0.245824,3.7026,0.277399,-0.0470491,-0.354539,76.394,14.885,121.637,-0.401588,-4.16147,12.873654752969742,3.2177014350891113,3.03866,54.04999923706055,,,,,,,703.5,5.411538461,703.5,5.411538461,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Andy Pages","LAD",139,601,551,141,86,29,2,25,75,84,36,0,131,9,4,2,,10,4,0.255862,0.0601726,0.217581,0.276553,0.310171,0.44851,0.326923,0.75868,0.192648,4.47053,0.291156,0.308864,-0.515964,77.8422,6.77252,110.047,-0.2071,0.499489,6.955446228384972,2.3513410687446594,2.999,133.4199981689453,,,,,,,711.9,5.121582733,711.9,5.121582733,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Andrés Giménez","TOR",140,605,547,139,97,25,3,13,70,68,35,2,104,16,4,3,,21,4,0.253734,0.0582747,0.171891,0.339022,0.316181,0.383385,0.306599,0.699567,0.129652,5.83442,0.289638,0.00130177,1.41564,68.3414,-3.17245,96.3521,1.41694,2.96586,-1.1852537393569946,9.450578927993774,2.97763,412.2200012207031,,,,,,,624.9,4.463571428,624.9,4.463571428,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Dillon Dingler","DET",107,424,385,94,60,19,2,13,46,55,28,1,105,7,3,1,,1,1,0.245006,0.0658985,0.248725,0.264945,0.305594,0.407358,0.309564,0.712951,0.162351,3.20007,0.301181,0.0463598,-0.669904,48.84,-1.20055,97.5398,-0.623545,4.90819,-1.851564109325409,13.17979907989502,2.97366,254.6199951171875,,,,,,,434.2,4.057943925,434.2,4.057943925,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Xavier Edwards","MIA",138,598,535,152,120,23,4,5,72,50,52,1,82,3,4,4,,27,7,0.283682,0.0874124,0.136721,0.639349,0.34835,0.36864,0.317288,0.71699,0.0849573,6.03151,0.325352,0.700399,1.57606,72.748,2.05609,101.597,2.27646,3.54216,3.4085575342178345,5.678886651992798,2.96568,182.42999267578125,,,,,,,649.4,4.705797101,649.4,4.705797101,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"CJ Abrams","WSN",145,626,569,145,91,31,4,20,83,73,39,2,118,13,4,1,,30,7,0.255512,0.0615786,0.188444,0.326775,0.315149,0.428526,0.321317,0.743675,0.173014,6.72561,0.288759,0.657633,2.35286,78.1799,4.20006,105.718,3.01049,-5.12893,7.253626108169556,0.8340311050415039,2.95808,65,,,,,,,737.1,5.083448275,737.1,5.083448275,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Gleyber Torres","DET",150,650,566,146,102,26,1,17,82,68,74,1,113,4,4,2,,6,2,0.258761,0.114153,0.173698,0.657194,0.346908,0.400405,0.329771,0.747314,0.141644,3.20262,0.293617,-0.745138,-1.06164,85.6078,8.81986,111.46,-1.80677,-3.04424,6.970940828323364,-0.7232556343078613,2.92843,261.510009765625,,,,,,,732.3,4.882,732.3,4.882,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Bryson Stott","PHI",140,605,541,140,99,24,3,14,72,66,55,1,100,4,4,2,,25,5,0.259201,0.090141,0.164642,0.547496,0.328984,0.392988,0.31656,0.721972,0.133787,5.73964,0.292576,0.323501,1.87084,73.2361,1.72223,100.828,2.19434,3.30632,2.788535416126251,5.567276954650879,2.9145,181.44000244140625,,,,,,,671.8,4.798571428,671.8,4.798571428,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Oneil Cruz","PIT",129,557,487,116,67,22,3,24,76,68,60,4,169,4,3,1,,30,6,0.237915,0.108421,0.303549,0.357179,0.324987,0.442422,0.33036,0.767409,0.204507,6.79582,0.309847,0.371169,2.80339,73.5793,7.81945,110.009,3.17456,-1.66897,9.776641368865967,0.11992311477661133,2.90642,92.93000030517578,,,,,,,701.3,5.436434108,701.3,5.436434108,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Rafael Devers","SFG",157,678,584,146,83,31,1,31,89,92,82,11,167,6,4,1,,2,1,0.250603,0.121422,0.246122,0.493339,0.347176,0.465618,0.346775,0.812794,0.215015,2.7532,0.29595,-0.592189,-1.00403,98.6046,18.5491,125.531,-1.59622,0.273117,18.905290126800537,-13.257747381925583,2.88341,61.619998931884766,,,,,,,885.6,5.640764331,885.6,5.640764331,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Michael Busch","CHC",138,598,524,132,75,27,3,27,84,81,62,2,146,8,4,1,,4,1,0.253045,0.10311,0.244502,0.421716,0.338878,0.473028,0.349222,0.811906,0.219983,4.43198,0.297656,-0.678233,-0.364756,88.2597,17.5678,126.605,-1.04299,1.1208,17.822630167007446,-9.612531185150146,2.87592,106.45999908447266,,,,,,,779.2,5.646376811,779.2,5.646376811,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Kyle Schwarber","PHI",158,682,567,128,64,20,1,43,101,103,101,5,193,8,4,1,,6,2,0.225541,0.148523,0.282832,0.525128,0.348297,0.490334,0.359082,0.838631,0.264793,3.65607,0.254152,-1.37017,-0.655582,106.033,25.4772,129.957,-2.02575,-0.00201891,22.180779933929443,-16.84739015996456,2.86568,24.690000534057617,,,,,,,950.5,6.015822784,950.5,6.015822784,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Ezequiel Tovar","COL",150,647,602,159,99,36,4,20,77,79,33,0,156,4,4,3,,9,4,0.264133,0.0516761,0.241176,0.214267,0.305194,0.439048,0.319884,0.744241,0.174914,4.75519,0.322655,0.472016,-0.811858,80.0328,3.58699,91.0629,-0.339842,6.59949,-7.19289767742157,13.531435489654541,2.85015,209.22999572753906,,,,,,,720.5,4.803333333,720.5,4.803333333,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Francisco Alvarez","NYM",109,435,384,91,53,16,1,22,55,62,41,1,112,6,3,1,,2,0,0.237826,0.0944716,0.256578,0.368199,0.319105,0.452055,0.332906,0.77116,0.214229,3.22399,0.275206,-0.190903,-0.45779,58.476,7.01891,116.938,-0.648694,-3.41491,8.093647480010986,3.541882276535034,2.84158,165.25,,,,,,,529.3,4.855963302,529.3,4.855963302,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Ernie Clement","TOR",147,633,592,163,114,34,3,12,74,70,28,1,62,5,4,4,,8,3,0.275509,0.043658,0.0986079,0.442744,0.31125,0.404353,0.309892,0.715603,0.128844,4.57776,0.289737,0.52085,-0.715196,73.1762,-1.62567,98.6207,-0.194346,4.3851,-1.2235357463359833,6.795129776000977,2.80005,337.67999267578125,,,,,,,655.1,4.456462585,655.1,4.456462585,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Josh Naylor","SEA",142,615,556,149,97,29,0,23,74,90,51,6,91,5,4,0,,17,3,0.268412,0.0820938,0.148587,0.552498,0.332839,0.446218,0.334512,0.779057,0.177807,4.18596,0.283396,-0.569061,1.16085,83.4226,10.7191,121.508,0.591791,1.2071,16.189537465572357,-10.027463436126709,2.7979,67.45999908447266,,,,,,,770.6,5.426760563,770.6,5.426760563,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Trent Grisham","NYY",125,539,459,101,57,17,2,24,72,65,70,0,134,5,3,2,,6,2,0.219338,0.129639,0.248552,0.521578,0.326864,0.422302,0.328135,0.749166,0.202964,4.39928,0.252097,-0.104003,-0.414955,70.32,6.60233,111.712,-0.518958,-0.0823063,6.924858570098877,1.843619704246521,2.79669,253.82000732421875,,,,,,,623.7,4.9896,623.7,4.9896,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Iván Herrera","STL",138,590,512,139,94,24,1,19,76,73,62,1,115,11,4,1,,10,3,0.271435,0.105389,0.195295,0.539643,0.360019,0.435687,0.34815,0.795706,0.164252,4.12089,0.31386,0.282341,-0.25404,86.5149,16.8095,126.227,0.0283011,-0.0874509,18.36617078818381,-10.771093308925629,2.78475,178.42999267578125,,,,,,,749.9,5.434057971,749.9,5.434057971,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Yandy Díaz","TBR",150,647,572,166,115,30,1,20,83,75,64,2,97,6,4,2,,3,1,0.291115,0.0985807,0.150314,0.655831,0.366196,0.452216,0.355566,0.818412,0.161101,2.91707,0.319734,-0.719291,-1.08327,98.7763,22.3305,128.598,-1.80256,-0.0638925,20.004419922828674,-15.09552875161171,2.78126,138.63999938964844,,,,,,,851.2,5.674666666,851.2,5.674666666,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Carlos Correa","HOU",130,560,502,131,88,25,1,17,64,66,50,2,112,4,4,0,,0,0,0.261211,0.0895757,0.200579,0.446586,0.330402,0.416113,0.324927,0.746516,0.154903,2.0627,0.303433,-0.0273798,-0.910346,71.566,5.39768,108.949,-0.937726,0.296738,4.9688796401023865,2.5930343568325043,2.7463,281.2300109863281,,,,,,,631.6,4.858461538,631.6,4.858461538,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Matt McLain","CIN",143,619,545,131,83,26,2,20,80,72,61,0,169,7,4,2,,18,4,0.239902,0.097932,0.273474,0.358103,0.322219,0.405136,0.318944,0.727355,0.165234,5.49542,0.307852,0.159969,0.70294,76.118,2.96019,99.1918,0.862909,3.46244,0.26980698108673096,5.87247109413147,2.73537,144.3000030517578,,,,,,,690.4,4.827972027,690.4,4.827972027,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
