Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Gavin Williams","CLE",10,10,16,3.94133,30,30,0,0,,168,719,149,80,74,21,73,,6,174,9.3444,3.91823,2.38485,1.13596,0.24259,0.101721,0.14086906611919403,0.233522,1.32447,0.288657,0.740841,,,4.11699,1.97627,2.21345,144.74000549316406,,,,,,,708.5000000000001,4.217261904761905,678,4.035714285714286,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Shota Imanaga","CHC",9,9,13,4.10317,26,26,0,0,,154,642,151,75,70,26,34,,4,140,8.20725,1.97239,4.16107,1.548,0.21886,0.052597,0.16626303642988205,0.249519,1.19725,0.284235,0.743187,,,4.28748,1.95963,2.07387,157.92999267578125,,,,,,,593.2000000000002,3.851948051948053,598,3.883116883116883,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Foster Griffin","WSN",8,9,11,3.93271,34,23,0,1,,140,594,140,67,61,17,41,,6,121,7.7244,2.61389,2.95514,1.084,0.202721,0.0685995,0.13412141054868698,0.255918,1.28829,0.300441,0.726141,,,3.98821,1.95963,2.0175,999,,,,,,,567.9,4.0564285714285715,584,4.171428571428572,,,,,,,,,,,,,,,,,,,"Foster Griffin","16432",656492
"Shane Bieber","TOR",8,7,10,3.75412,30,19,0,1,,122,511,120,55,51,15,29,,4,114,8.42311,2.10817,3.99547,1.108,0.223784,0.0560094,0.16777444630861282,0.250714,1.21616,0.300548,0.72988,,,3.66084,1.9554,1.75358,474.0400085449219,,,,,,,539.3000000000002,4.42049180327869,548,4.491803278688525,,,,,,,,,,,,,,,,,,,"Shane Bieber","19427",669456
"Chris Bassitt","BAL",10,11,14,4.28533,37,29,0,1,,178,766,177,92,85,24,61,,11,162,8.19827,3.06159,2.67779,1.217,0.211933,0.0791447,0.13278792053461075,0.254606,1.3326,0.300589,0.716378,,,4.27204,1.95237,1.6166,359.3599853515625,,,,,,,673.8,3.785393258426966,690,3.8764044943820224,,,,,,,,,,,,,,,,,,,"Chris Bassitt","12304",605135
"Steven Matz","TBR",8,9,11,4.05349,34,23,0,1,,137,577,135,67,62,18,39,,5,116,7.66565,2.58551,2.96485,1.19,0.201886,0.0680931,0.13379263877868652,0.253521,1.27466,0.293797,0.722526,,,4.12325,1.95188,1.61842,712.989990234375,,,,,,,545.4000000000002,3.9810218978102205,555,4.0510948905109485,,,,,,,,,,,,,,,,,,,"Steven Matz","13361",571927
"Edward Cabrera","CHC",9,9,14,3.94799,26,26,0,0,,141,599,125,67,62,17,58,,7,151,9.62764,3.66568,2.62643,1.062,0.252565,0.096163,0.15640199184417725,0.234935,1.29476,0.297119,0.725426,,,3.90366,1.93825,2.08111,174.72000122070312,,,,,,,616.3000000000001,4.370921985815603,591,4.191489361702128,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Reid Detmers","LAA",8,9,12,4.02179,36,24,0,1,,149,631,135,72,67,20,57,,7,158,9.57503,3.4647,2.76359,1.218,0.251023,0.0908321,0.1601906716823578,0.237403,1.28911,0.294648,0.735432,,,4.05592,1.93168,1.98474,350.4599914550781,,,,,,,633.6000000000001,4.252348993288591,613,4.114093959731544,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Michael Wacha","KCR",9,11,14,4.49218,29,29,0,0,,169,722,174,90,84,25,50,,6,135,7.19823,2.67019,2.69577,1.352,0.187154,0.069425,0.11772885918617249,0.261352,1.32742,0.294109,0.710309,,,4.47738,1.93142,1.7233,609.2899780273438,,,,,,,592.7000000000002,3.5071005917159774,622,3.6804733727810652,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Zac Gallen","ARI",12,11,16,4.1176,30,30,0,0,,178,759,173,88,81,23,58,,6,164,8.32222,2.92705,2.84321,1.1661,0.216692,0.0762137,0.14047828316688538,0.248616,1.29673,0.295066,0.718382,,,4.04909,1.92899,2.47131,222.69000244140625,,,,,,,720.5000000000002,4.047752808988765,727,4.084269662921348,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Trey Yesavage","TOR",8,7,11,3.73104,35,21,0,1,,132,556,113,59,55,16,54,,5,148,10.1154,3.66904,2.75696,1.076,0.266182,0.0965489,0.16963261365890503,0.226905,1.26499,0.29105,0.74358,,,3.77382,1.91811,1.88792,194.2899932861328,,,,,,,609.2000000000003,4.615151515151517,575,4.356060606060606,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Clay Holmes","NYM",10,9,15,3.87134,27,27,0,0,,153,662,150,73,66,14,62,,9,129,7.56039,3.63965,2.07723,0.84,0.194302,0.093539,0.10076292604207993,0.253465,1.38333,0.302374,0.725785,,,4.05204,1.88523,2.03034,330.6300048828125,,,,,,,615,4.019607843137255,628,4.104575163398692,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Max Meyer","MIA",8,9,12,4.04358,34,24,0,1,,148,628,144,72,67,18,48,,6,137,8.33768,2.93979,2.83615,1.123,0.218638,0.0770896,0.14154836535453796,0.251566,1.30096,0.301061,0.722475,,,3.99691,1.87315,2.06599,281.45001220703125,,,,,,,615.4000000000001,4.158108108108109,622,4.202702702702703,,,,,,,,,,,,,,,,,,,"Max Meyer","27474",676974
"Reynaldo López","ATL",9,9,12,4.04788,34,24,0,1,,149,632,140,72,67,19,52,,5,152,9.17944,3.14649,2.91736,1.157,0.240748,0.0825225,0.15822511166334152,0.243252,1.28716,0.298991,0.725435,,,3.91338,1.85276,2.08425,302.9100036621094,,,,,,,641.9000000000001,4.308053691275169,635,4.261744966442953,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Shane Baz","BAL",9,10,14,4.27493,27,27,0,0,,158,676,151,81,75,22,58,,7,156,8.89217,3.30947,2.68689,1.276,0.2309,0.085936,0.1449640840291977,0.24766,1.32494,0.298123,0.722634,,,4.24401,1.85236,1.49367,186.92999267578125,,,,,,,623,3.9430379746835444,621,3.930379746835443,,,,,,,,,,,,,,,,,,,"Shane Baz","22264",669358
"Bubba Chandler","PIT",9,10,12,4.29012,38,26,0,1,,161,699,156,83,77,21,63,,8,149,8.2818,3.53762,2.34106,1.154,0.212595,0.0908112,0.1217835322022438,0.248918,1.36028,0.295707,0.717102,,,4.28988,1.84382,1.8238,150.00999450683594,,,,,,,616.5000000000001,3.8291925465838514,621,3.857142857142857,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"Brayan Bello","BOS",9,10,13,4.39333,27,27,0,0,,155,674,162,82,76,18,55,,8,130,7.53391,3.19005,2.36169,1.047,0.192617,0.081559,0.11105815321207047,0.265689,1.40081,0.311582,0.703737,,,4.19616,1.84333,1.69261,421.4100036621094,,,,,,,575.4000000000001,3.7122580645161296,612,3.9483870967741934,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Cade Smith","CLE",6,3,0,2.87639,69,0,30,3,,69,280,53,24,22,6,21,,4,90,11.6627,2.77608,4.20112,0.762531,0.319957,0.0761598,0.2437967136502266,0.207493,1.07278,0.295088,0.759681,,,2.74428,1.84232,1.77947,39.90999984741211,,,,,,,566,8.202898550724637,534,7.739130434782608,,,,,,,,,,,,,,,,,,,"Cade Smith","27867",671922
"Taj Bradley","MIN",8,9,11,4.21126,36,24,0,1,,145,616,138,73,68,20,52,,5,142,8.85275,3.21777,2.75121,1.244,0.230832,0.0839019,0.1469298005104065,0.247312,1.31488,0.297956,0.724559,,,4.13554,1.84213,1.53895,492.4599914550781,,,,,,,585.2,4.035862068965518,582,4.0137931034482754,,,,,,,,,,,,,,,,,,,"Taj Bradley","22543",671737
"Shane Smith","CHW",8,10,14,4.26227,29,29,0,0,,154,655,140,79,73,20,59,,11,145,8.45496,3.47213,2.4351,1.17502,0.220745,0.0906515,0.13009367138147354,0.239838,1.29651,0.286063,0.704827,,,4.32916,1.83883,1.632,245.5399932861328,,,,,,,609.6000000000001,3.9584415584415593,590,3.831168831168831,,,,,,,,,,,,,,,,,,,"Shane Smith","31687",681343
"Cade Cavalli","WSN",7,9,13,4.16562,26,26,0,0,,135,578,131,68,62,15,49,,10,118,7.84673,3.27552,2.39557,0.977443,0.203392,0.0849036,0.11848869174718857,0.252296,1.33528,0.300653,0.702084,,,4.11306,1.8369,1.7352,305.2200012207031,,,,,,,532.9,3.947407407407407,539,3.9925925925925925,,,,,,,,,,,,,,,,,,,"Cade Cavalli","27473",676917
"Brandon Pfaadt","ARI",10,10,14,4.29006,29,29,0,0,,162,686,168,83,77,23,39,,7,142,7.86088,2.16007,3.63917,1.253,0.206217,0.056666,0.14955105632543564,0.262063,1.27625,0.304951,0.706597,,,4.04215,1.83407,1.95158,588.5999755859375,,,,,,,625.1000000000001,3.8586419753086427,657,4.055555555555555,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Braxton Garrett","MIA",7,7,10,3.82782,27,19,0,1,,116,489,115,54,49,13,29,,6,102,7.93301,2.26611,3.50072,1.037,0.209515,0.059849,0.14966585114598274,0.254732,1.24538,0.302483,0.721075,,,3.78974,1.8279,1.86947,604.1099853515625,,,,,,,502.5000000000001,4.331896551724139,514,4.431034482758621,,,,,,,,,,,,,,,,,,,"Braxton Garrett","21844",666129
"Cam Schlittler","NYY",8,7,12,3.94655,22,22,0,0,,119,502,107,56,52,15,43,,5,121,9.14659,3.27595,2.79204,1.12564,0.239967,0.0859468,0.15402048081159592,0.235722,1.26587,0.289349,0.724033,,,3.95569,1.81857,1.60134,116.62999725341797,,,,,,,515.8999999999999,4.335294117647058,498,4.184873949579832,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"Jeffrey Springs","ATH",9,11,13,4.61128,29,29,0,0,,165,712,168,90,85,28,53,,5,143,7.77415,2.89665,2.68384,1.505,0.200314,0.0746369,0.12567699700593948,0.257553,1.34165,0.291125,0.718128,,,4.63934,1.77848,1.47277,722.25,,,,,,,551.8,3.344242424242424,573,3.4727272727272727,,,,,,,,,,,,,,,,,,,"Jeffrey Springs","17677",605488
"Tatsuya Imai","HOU",9,9,13,4.35736,26,26,0,0,,151,654,148,79,73,20,61,,7,144,8.55393,3.65326,2.34145,1.164,0.219551,0.0937669,0.12578392028808594,0.25289,1.386,0.304299,0.716388,,,4.27599,1.73193,1.3678,999,,,,,,,570.6000000000001,3.7788079470198683,579,3.834437086092715,,,,,,,,,,,,,,,,,,,"Tatsuya Imai","sa3062955",837227
"Seth Lugo","KCR",9,10,13,4.47815,27,27,0,0,,160,694,166,86,80,23,53,,7,138,7.76645,2.96482,2.61954,1.3,0.199339,0.0760971,0.12324202060699463,0.260899,1.36224,0.301011,0.713468,,,4.39804,1.73156,1.56048,493.1000061035156,,,,,,,565.5,3.534375,597,3.73125,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Edwin Díaz","LAD",5,3,0,3.06864,65,0,35,3,,65,265,47,24,22,7,24,,4,92,12.7472,3.31949,3.84011,0.901348,0.34852,0.0907579,0.25776253640651703,0.197073,1.0839,0.291164,0.75578,,,2.91076,1.69556,1.6446,33,,,,,,,559.6999999999999,8.610769230769229,521,8.015384615384615,,,,,,,,,,,,,,,,,,,"Edwin Diaz","14710",621242
"Jared Jones","PIT",6,6,9,3.81983,24,18,0,1,,106,447,96,49,45,13,36,,4,113,9.55142,3.04267,3.13916,1.128,0.252334,0.0803827,0.1719513162970543,0.235542,1.23916,0.293959,0.734977,,,3.78263,1.69124,1.80343,714.77001953125,,,,,,,484.9000000000001,4.574528301886794,471,4.443396226415095,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Braxton Ashcraft","PIT",8,9,10,4.07252,44,23,0,1,,145,617,144,71,65,16,48,,6,124,7.7013,2.96107,2.60085,1.026,0.20064,0.077144,0.12349595129489899,0.256498,1.32779,0.302571,0.716101,,,4.01858,1.66666,1.869,239.36000061035156,,,,,,,591.8000000000001,4.081379310344828,607,4.186206896551724,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Aroldis Chapman","BOS",5,3,0,2.9932,62,0,31,2,,62,256,45,22,20,5,28,,2,87,12.7156,4.10567,3.09708,0.784032,0.339571,0.109642,0.22992859035730362,0.199837,1.19121,0.297458,0.775494,,,2.88969,1.6488,1.74326,64.55000305175781,,,,,,,527.3,8.504838709677419,492,7.935483870967742,,,,,,,,,,,,,,,,,,,"Aroldis Chapman","10233",547973
"Kodai Senga","NYM",9,8,11,3.89856,36,23,0,1,,139,594,125,65,60,16,59,,5,140,9.10908,3.85287,2.36423,1.068,0.236078,0.099854,0.13622382283210754,0.236619,1.33248,0.291944,0.739096,,,4.0489,1.64005,1.7254,223.52000427246094,,,,,,,598.8000000000002,4.3079136690647495,579,4.16546762589928,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Justin Verlander","DET",8,9,12,4.37891,26,26,0,0,,142,607,140,73,69,21,44,,6,119,7.56749,2.78394,2.71827,1.328,0.195998,0.0721041,0.12389402091503143,0.251034,1.29836,0.285106,0.713617,,,4.42213,1.63385,1.38578,658.8499755859375,,,,,,,516.5,3.637323943661972,525,3.6971830985915495,,,,,,,,,,,,,,,,,,,"Justin Verlander","8700",434378
"Hunter Greene","CIN",5,5,8,3.89052,14,14,0,0,,82,343,69,38,35,13,28,,4,99,10.8543,3.03022,3.58201,1.373,0.288724,0.0806038,0.20811985433101654,0.222582,1.17933,0.284319,0.743885,,,3.88048,1.61391,1.55255,444.32000732421875,,,,,,,369.5000000000001,4.506097560975611,343,4.182926829268292,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Kyle Freeland","COL",8,13,12,5.04918,29,29,0,0,,158,693,184,95,89,25,42,,6,117,6.67522,2.42108,2.75712,1.41368,0.16879,0.0612196,0.10757025331258774,0.285737,1.43627,0.317038,0.68478,,,4.62099,1.61235,1.59296,999,,,,,,,473.30000000000007,2.995569620253165,555,3.5126582278481013,,,,,,,,,,,,,,,,,,,"Kyle Freeland","16256",607536
"Mike Burrows","HOU",7,7,12,4.17953,34,26,0,1,,137,581,127,69,63,20,47,,5,136,8.96709,3.10454,2.88838,1.33954,0.234499,0.081187,0.15331196784973145,0.240902,1.27647,0.287579,0.72542,,,4.22339,1.6099,1.41488,237.9499969482422,,,,,,,557.6000000000001,4.070072992700731,545,3.978102189781022,,,,,,,,,,,,,,,,,,,"Mike Burrows","24728",681347
"Jack Leiter","TEX",9,10,13,4.49657,27,27,0,0,,149,644,140,79,74,22,64,,6,145,8.75004,3.84287,2.27695,1.328,0.224487,0.0985911,0.12589602917432785,0.244389,1.37045,0.290401,0.718713,,,4.52,1.59259,1.17829,230.7100067138672,,,,,,,548.0000000000001,3.6778523489932895,539,3.61744966442953,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Dustin May","STL",9,10,12,4.21907,36,26,0,1,,160,692,155,81,75,20,60,,9,148,8.31836,3.37034,2.46811,1.136,0.214134,0.0867603,0.1273738369345665,0.249174,1.34274,0.296974,0.717626,,,4.21877,1.58342,1.62187,414.6700134277344,,,,,,,628,3.925,633,3.95625,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Zach Eflin","BAL",9,9,12,4.30659,36,26,0,1,,155,653,166,80,74,24,30,,5,122,7.10915,1.71626,4.14222,1.413,0.187483,0.0452615,0.14222175627946854,0.268424,1.26152,0.300363,0.716527,,,4.26799,1.58267,1.29656,395.20001220703125,,,,,,,563.1999999999999,3.633548387096774,606,3.9096774193548387,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Kumar Rocker","TEX",8,9,10,4.21549,36,23,0,1,,135,575,135,68,63,17,43,,5,119,7.94909,2.87479,2.7651,1.161,0.207484,0.0750366,0.13244714587926865,0.256464,1.31903,0.301726,0.713689,,,4.12334,1.57726,1.27155,720.72998046875,,,,,,,536.9,3.9770370370370367,552,4.088888888888889,,,,,,,,,,,,,,,,,,,"Kumar Rocker","31843",677958
"Robbie Ray","SFG",10,10,15,4.1152,30,30,0,0,,171,731,159,84,78,25,62,,7,173,9.12532,3.28016,2.78198,1.29182,0.237157,0.0852477,0.15190961211919785,0.23956,1.29181,0.288847,0.73201,,,4.18611,1.56118,1.97092,166.44000244140625,,,,,,,683.5000000000001,3.9970760233918137,669,3.912280701754386,,,,,,,,,,,,,,,,,,,"Robbie Ray","11486",592662
"Noah Cameron","KCR",9,9,13,4.2918,26,26,0,0,,147,632,150,76,70,20,50,,6,122,7.45325,3.03762,2.45365,1.233,0.193122,0.0787081,0.11441392451524734,0.259373,1.35246,0.297817,0.721842,,,4.38509,1.55605,1.72792,298,,,,,,,527.8,3.59047619047619,551,3.748299319727891,,,,,,,,,,,,,,,,,,,"Noah Cameron","30184",702070
"Eduardo Rodriguez","ARI",8,8,10,4.26218,30,22,0,1,,132,566,132,67,62,17,46,,4,118,8.0502,3.15217,2.55386,1.191,0.208443,0.0816186,0.12682432681322098,0.255138,1.34864,0.300054,0.721381,,,4.2006,1.54437,1.54798,738.219970703125,,,,,,,514.5000000000002,3.8977272727272743,529,4.007575757575758,,,,,,,,,,,,,,,,,,,"Eduardo Rodriguez","13164",593958
"Anthony Kay","CHW",7,9,9,4.15411,39,21,0,1,,137,593,141,69,63,16,51,,6,109,7.16003,3.34159,2.1427,1.072,0.184085,0.0859123,0.09817236661911011,0.262822,1.39882,0.303319,0.72694,,,4.32874,1.52128,1.36953,717.8599853515625,,,,,,,501.4000000000002,3.6598540145985416,528,3.854014598540146,,,,,,,,,,,,,,,,,,,"Anthony Kay","20387",641743
"Ryne Nelson","ARI",9,8,13,4.20161,37,27,0,1,,163,691,163,82,76,23,46,,5,137,7.585,2.56066,2.96213,1.26152,0.198838,0.0671268,0.13171124458312988,0.254691,1.2837,0.292165,0.716776,,,4.21801,1.51561,1.98787,251.42999267578125,,,,,,,624.5000000000002,3.8312883435582834,641,3.932515337423313,,,,,,,,,,,,,,,,,,,"Ryne Nelson","26253",669194
"Matthew Liberatore","STL",9,10,13,4.2761,27,27,0,0,,149,638,149,76,71,19,48,,6,124,7.50363,2.894,2.59282,1.14448,0.194721,0.0751001,0.11962077021598816,0.254935,1.32074,0.294753,0.706488,,,4.20779,1.50696,1.57238,410.2300109863281,,,,,,,567.5000000000001,3.8087248322147658,584,3.9194630872483223,,,,,,,,,,,,,,,,,,,"Matthew Liberatore","22294",669461
"Grant Taylor","CHW",5,5,1,3.33984,79,3,5,15,,93,388,77,38,35,10,36,,3,108,10.4584,3.50523,2.98366,0.918,0.279193,0.0935739,0.18561860173940659,0.222117,1.21998,0.294345,0.756229,,,3.40631,1.48268,1.50216,506.67999267578125,,,,,,,549,5.903225806451613,519,5.580645161290323,,,,,,,,,,,,,,,,,,,"Grant Taylor","33927",691799
"Zack Littell","WSN",8,10,12,4.55184,26,26,0,0,,151,640,161,81,76,25,33,,6,112,6.7157,1.95509,3.43498,1.497,0.175802,0.05118,0.12462203204631805,0.267729,1.28478,0.293088,0.707404,,,4.57628,1.47444,1.44923,709.4099731445312,,,,,,,498.30000000000007,3.3000000000000003,537,3.556291390728477,,,,,,,,,,,,,,,,,,,"Zack Littell","15823",641793
"Justin Steele","CHC",6,5,9,3.61972,16,16,0,0,,92,380,85,40,37,11,26,,3,87,8.58551,2.55215,3.36403,1.057,0.230187,0.068426,0.16176103055477142,0.243885,1.21622,0.296142,0.739558,,,3.71422,1.46671,1.75555,605.5,,,,,,,411.5,4.4728260869565215,404,4.391304347826087,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Simeon Woods Richardson","MIN",8,10,11,4.58516,34,26,0,1,,147,637,146,80,75,22,56,,5,132,8.11152,3.45756,2.34602,1.348,0.207843,0.0885939,0.11924921721220016,0.253941,1.37929,0.294786,0.714625,,,4.53261,1.45896,1.10894,664.0399780273438,,,,,,,522.5999999999999,3.555102040816326,534,3.63265306122449,,,,,,,,,,,,,,,,,,,"Simeon Woods Richardson","24494",680573
"Jacob Lopez","ATH",7,8,11,4.34091,23,23,0,0,,123,531,114,64,59,18,51,,6,124,9.06406,3.69108,2.45566,1.344,0.233752,0.0951888,0.13856298476457596,0.240631,1.33559,0.288574,0.727804,,,4.44968,1.4589,1.40461,409.239990234375,,,,,,,469.4000000000001,3.8162601626016266,458,3.7235772357723578,,,,,,,,,,,,,,,,,,,"Jacob Lopez","25098",682052
"Jameson Taillon","CHC",8,10,12,4.52454,26,26,0,0,,146,621,153,79,73,24,36,,4,115,7.05521,2.19896,3.20843,1.475,0.184533,0.057515,0.12701786309480667,0.263443,1.29148,0.291789,0.710074,,,4.51761,1.45682,1.16311,504.4700012207031,,,,,,,497.40000000000003,3.4068493150684933,528,3.6164383561643834,,,,,,,,,,,,,,,,,,,"Jameson Taillon","11674",592791
"Parker Messick","CLE",8,9,13,4.06503,24,24,0,0,,137,585,134,67,62,17,47,,6,122,8.05864,3.11697,2.58541,1.146,0.209077,0.0808681,0.12820886075496674,0.251209,1.32339,0.296414,0.727733,,,4.17936,1.44886,1.6118,294.17999267578125,,,,,,,541.3000000000002,3.95109489051095,549,4.007299270072993,,,,,,,,,,,,,,,,,,,"Parker Messick","31986",800048
"Sean Manaea","NYM",8,7,8,3.79517,52,18,0,1,,130,543,115,59,55,18,42,,7,136,9.44299,2.92135,3.2324,1.232,0.250667,0.0775481,0.17311866581439972,0.232901,1.21203,0.286004,0.743011,,,3.94233,1.42908,1.51204,423.3599853515625,,,,,,,570.6,4.389230769230769,545,4.1923076923076925,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
"Zebby Matthews","MIN",6,6,7,3.99571,34,16,0,1,,105,437,102,50,46,15,26,,3,99,8.5326,2.2567,3.78101,1.249,0.227186,0.060086,0.16709965094923973,0.24949,1.22199,0.296666,0.724743,,,3.88365,1.42774,1.29666,488.6400146484375,,,,,,,442.3,4.212380952380952,445,4.238095238095238,,,,,,,,,,,,,,,,,,,"Zebby Matthews","31827",805673
"Roki Sasaki","LAD",7,7,8,4.19369,39,18,0,1,,118,506,114,59,55,15,44,,6,113,8.60524,3.33184,2.58273,1.168,0.222887,0.086299,0.13658788055181503,0.249801,1.33617,0.300677,0.720711,,,4.17856,1.42266,1.25775,289.7200012207031,,,,,,,472.30000000000007,4.002542372881357,475,4.02542372881356,,,,,,,,,,,,,,,,,,,"Roki Sasaki","35323",808963
"Grant Holmes","ATL",9,9,11,4.23874,36,24,0,1,,146,630,142,74,69,19,56,,6,143,8.80894,3.45956,2.54626,1.173,0.227287,0.0892631,0.13802408427000046,0.250291,1.3556,0.303433,0.722579,,,4.15001,1.41948,1.65977,369.45001220703125,,,,,,,581.5,3.982876712328767,587,4.02054794520548,,,,,,,,,,,,,,,,,,,"Grant Holmes","16944",656550
"Will Warren","NYY",8,8,10,4.01267,43,21,0,1,,132,567,125,64,59,18,46,,5,130,8.85235,3.15738,2.8037,1.228,0.229383,0.0818142,0.14756852388381958,0.24309,1.29837,0.291985,0.736308,,,4.1119,1.39741,1.39636,285.04998779296875,,,,,,,541.4000000000002,4.101515151515153,537,4.068181818181818,,,,,,,,,,,,,,,,,,,"Will Warren","30182",701542
"Quinn Priester","MIL",7,8,12,4.14516,23,23,0,0,,126,539,128,63,58,15,44,,5,102,7.34939,3.12507,2.35175,1.067,0.190186,0.0808699,0.10931602865457535,0.260736,1.36552,0.302911,0.719314,,,4.20783,1.39559,1.58005,592.1400146484375,,,,,,,472.1000000000001,3.7468253968253973,492,3.9047619047619047,,,,,,,,,,,,,,,,,,,"Quinn Priester","25977",682990
"Bryce Miller","SEA",8,9,13,4.19086,26,26,0,0,,142,601,137,71,66,21,43,,5,126,8.03433,2.73396,2.93871,1.353,0.210321,0.071569,0.13875191658735275,0.248062,1.27268,0.285928,0.727682,,,4.31985,1.38205,1.05994,341.6000061035156,,,,,,,544.3,3.8330985915492954,545,3.8380281690140845,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"David Bednar","NYY",5,3,0,3.28311,64,0,33,2,,64,264,51,25,23,7,22,,2,79,11.0413,3.06084,3.60728,0.946782,0.297915,0.0825872,0.21532783657312393,0.212162,1.13438,0.28572,0.748264,,,3.17172,1.38018,1.18319,64.05999755859375,,,,,,,513.9,8.0296875,488,7.625,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Tyler Mahle","SFG",8,9,13,4.15403,26,26,0,0,,146,623,146,73,67,19,44,,4,126,7.73873,2.7028,2.86323,1.194,0.201723,0.070453,0.1312699019908905,0.254319,1.30032,0.295057,0.720115,,,4.13148,1.36455,1.48392,322.7200012207031,,,,,,,575.1,3.939041095890411,591,4.0479452054794525,,,,,,,,,,,,,,,,,,,"Tyler Mahle","16358",641816
"Nick Martinez","TBR",8,9,9,4.38127,47,21,0,1,,143,614,149,75,70,21,39,,6,114,7.13872,2.47139,2.88855,1.296,0.185276,0.0641415,0.12113430351018906,0.262094,1.31462,0.295626,0.710797,,,4.35984,1.3584,1.0468,738.3400268554688,,,,,,,509.5000000000001,3.562937062937064,539,3.769230769230769,,,,,,,,,,,,,,,,,,,"Nick Martinez","12730",607259
"Spencer Schwellenbach","ATL",5,4,7,3.63714,13,13,0,0,,76,316,73,34,31,9,18,,3,75,8.83634,2.08211,4.24393,1.091,0.237796,0.056032,0.18176371231675148,0.246343,1.18214,0.30094,0.733337,,,3.55489,1.35712,1.41633,743.1900024414062,,,,,,,348.8999999999999,4.590789473684209,350,4.605263157894737,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Michael McGreevy","STL",8,9,11,4.04176,30,23,0,1,,137,578,145,67,61,16,34,,4,93,6.15207,2.22243,2.76817,1.056,0.161512,0.0583461,0.10316609218716621,0.269484,1.31207,0.300736,0.715444,,,4.13264,1.35543,1.6417,715.3800048828125,,,,,,,516.0000000000002,3.766423357664235,553,4.036496350364963,,,,,,,,,,,,,,,,,,,"Michael McGreevy","29869",700241
"Ryan Weathers","NYY",8,7,9,3.83205,37,19,0,1,,123,520,113,57,52,17,42,,5,122,8.92526,3.07355,2.90389,1.236,0.234087,0.0806115,0.15347539633512497,0.239862,1.26584,0.288852,0.749748,,,4.08553,1.34639,1.55788,232.55999755859375,,,,,,,514.3,4.1813008130081295,501,4.073170731707317,,,,,,,,,,,,,,,,,,,"Ryan Weathers","23796",677960
"Chad Patrick","MIL",8,10,12,4.45551,26,26,0,0,,147,629,143,78,73,25,48,,6,134,8.17633,2.96102,2.76132,1.502,0.212312,0.0768879,0.13542402535676956,0.248051,1.29854,0.283296,0.723699,,,4.59888,1.34419,1.38697,288.6499938964844,,,,,,,514.5,3.5,516,3.510204081632653,,,,,,,,,,,,,,,,,,,"Chad Patrick","30113",694477
